dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,quality,reference,start-date,typology,brownfield-land,deliverable,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-address,site-categories,site-plan-url
brownfield-land,,1700941,2016-11-07,,POINT (-1.558637 53.797513),SHL00171,195.0,POINT(-1.558637 53.797513),brownfield-land,authoritative,SHL00171,2016-11-07,geography,,yes,,0.22,272.0,272.0,"Extension of time planning application 20/207/05/FU (10-28 storey block-272 flats offices, A3 use and basement parking).",,mixed-ownership,2011-07-22,,permissioned,other,,Cropper Gate LS1,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00171
brownfield-land,,1700942,2016-11-07,,POINT (-1.55242 53.792493),SHL00174,195.0,POINT(-1.55242 53.792493),brownfield-land,authoritative,SHL00174,2016-11-07,geography,,yes,,1.13,160.0,160.0,"22Mixed use three-phased development of 160 dwellings (C3) with 29 car parking spaces; 11,808sqm of B1 offices; up to 366sqm of A1 retail; 1,495sqm of A2, A3, A4 or D1; and new public realm",,not-owned-by-a-public-authority,2016-12-07,,permissioned,full-planning-permission,,"Tower Works, Globe Road LS10",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00174
brownfield-land,,1700943,2016-11-07,,POINT (-1.550628 53.789691),SHL00175,195.0,POINT(-1.550628 53.789691),brownfield-land,authoritative,SHL00175,2016-11-07,geography,,yes,,0.1,57.0,57.0,"Ten storey block of 101 apartments with ground floor residents lounge, cinema room, gym and cycle storage room",,not-owned-by-a-public-authority,2018-07-13,,not-permissioned,full-planning-permission,,16-18 Manor Road LS11,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00175
brownfield-land,2023-08-17,1700944,2016-11-07,,POINT (-1.549117 53.789101),SHL00176,195.0,POINT(-1.549117 53.789101),brownfield-land,authoritative,SHL00176,2016-11-07,geography,,yes,,1.9,744.0,744.0,"Mixed-use, multi-level development comprising the erection of 4 new buildings, with 744 residential apartments, 713sqm of flexible commercial floorspace (A1-A5, B1, D1, D2 use classes), car parking, landscaping and public amenity space",,mixed-ownership,2015-02-04,,permissioned,full-planning-permission,,"Dandarra, Sweet Street/Manor Road",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00176
brownfield-land,,1700945,2016-11-07,,POINT (-1.554837 53.790695),SHL00177,195.0,POINT(-1.554837 53.790695),brownfield-land,authoritative,SHL00177,2016-11-07,geography,,yes,,0.99,120.0,120.0,,,mixed-ownership,,,not-permissioned,,,Bath Road LS11,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00177
brownfield-land,,1700946,2016-11-07,,POINT (-1.53349 53.803512),SHL00178,195.0,POINT(-1.53349 53.803512),brownfield-land,authoritative,SHL00178,2016-11-07,geography,,yes,,0.17,72.0,72.0,Residential development with ancillary facilities and undercroft parking Residential development with ancillary facilities and undercroft parking,,not-owned-by-a-public-authority,2019-11-27,,not-permissioned,full-planning-permission,,Regent St / Skinner Ln LS2,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00178
brownfield-land,,1700947,2016-11-07,,POINT (-1.53079 53.803196),SHL00181,195.0,POINT(-1.53079 53.803196),brownfield-land,authoritative,SHL00181,2016-11-07,geography,,yes,,0.57,14.0,14.0,Conversion of offices to 14 flats with external alterations including new boundary treatment and relocation of existing brick planters,,not-owned-by-a-public-authority,2015-03-18,,permissioned,full-planning-permission,,Skinner Lane LS9,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00181
brownfield-land,2023-08-17,1700948,2016-11-07,,POINT (-1.536923 53.795077),SHL00182,195.0,POINT(-1.536923 53.795077),brownfield-land,authoritative,SHL00182,2016-11-07,geography,,yes,,0.07,9.0,9.0,Change of use of offices to nine residential apartments with offices to the basement; including demolition of single storey lean-to roof and addition of extension to first and second floors,,not-owned-by-a-public-authority,2015-01-23,,permissioned,full-planning-permission,,High Court LS1,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00182
brownfield-land,2023-08-17,1700949,2016-11-07,,POINT (-1.532405 53.794547),SHL00185,195.0,POINT(-1.532405 53.794547),brownfield-land,authoritative,SHL00185,2016-11-07,geography,,yes,,1.82,96.0,96.0,"Part 10 storey part 18 storey block of 96 student cluster flats with 508 bedrooms, with ground floor wardens flat, 2 retail units, common room, launderette and 2 refuse stores, basement parking and landscaping.",,mixed-ownership,2009-11-25,,permissioned,full-planning-permission,,"The Gateway, Marsh Lane LS9",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00185
brownfield-land,2023-08-17,1700950,2016-11-07,,POINT (-1.53442 53.803165),SHL00187,195.0,POINT(-1.53442 53.803165),brownfield-land,authoritative,SHL00187,2016-11-07,geography,,yes,,0.03,35.0,35.0,7 storey building comprising of 12 flats and 15 apart-hotel rooms,,not-owned-by-a-public-authority,2015-05-08,,permissioned,full-planning-permission,,Leylands Road LS2,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00187
brownfield-land,,1700951,2016-11-07,,POINT (-1.550243 53.795918),SHL00190,195.0,POINT(-1.550243 53.795918),brownfield-land,authoritative,SHL00190,2016-11-07,geography,,yes,,0.02,6.0,6.0,"Partial demolition of 17 Wellington Street and total demolition of 49 Aire Street, change of use and seven storey extension with a new basement to remaining building to form restaurant and cafe use (A3) on ground and first floor and 26 apartments",,not-owned-by-a-public-authority,2017-05-06,,permissioned,full-planning-permission,,49 Aire Street LS1,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00190
brownfield-land,,1700952,2016-11-07,,POINT (-1.538415 53.794705),SHL00194,195.0,POINT(-1.538415 53.794705),brownfield-land,authoritative,SHL00194,2016-11-07,geography,,yes,,0.03,14.0,14.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,38 The Calls LS2,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00194
brownfield-land,2023-08-17,1700953,2016-11-07,,POINT (-1.558962 53.792526),SHL00196,195.0,POINT(-1.558962 53.792526),brownfield-land,authoritative,SHL00196,2016-11-07,geography,,yes,,1.85,609.0,609.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,Globe Road (Doncasters) LS11,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00196
brownfield-land,,1700954,2016-11-07,,POINT (-1.524452 53.787631),SHL00199,195.0,POINT(-1.524452 53.787631),brownfield-land,authoritative,SHL00199,2016-11-07,geography,,yes,,0.55,27.0,27.0,,,owned-by-a-public-authority,,,not-permissioned,,,South Accommodation Road LS9 (adjacent to Low Fold),,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00199
brownfield-land,2023-08-17,1700955,2016-11-07,,POINT (-1.534581 53.803687),SHL00203,195.0,POINT(-1.534581 53.803687),brownfield-land,authoritative,SHL00203,2016-11-07,geography,,yes,,0.18,106.0,106.0,"Proposed mix use development, comprising 106 apartments, B1 Offices, Parking and Amenity Deck",,not-owned-by-a-public-authority,2014-04-12,,permissioned,full-planning-permission,,Jayco Ho Skinner Lane LS7,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00203
brownfield-land,,1700956,2016-11-07,,POINT (-1.549061 53.787214),SHL00205,195.0,POINT(-1.549061 53.787214),brownfield-land,authoritative,SHL00205,2016-11-07,geography,,yes,,2.93,296.0,296.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,"City One (Caddick), Manor Road",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00205
brownfield-land,,1700957,2016-11-07,,POINT (-1.551889 53.800985),SHL00206,195.0,POINT(-1.551889 53.800985),brownfield-land,authoritative,SHL00206,2016-11-07,geography,,yes,,0.02,7.0,7.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,57 Great George Street LS1,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00206
brownfield-land,,1700958,2016-11-07,,POINT (-1.561532 53.793533),SHL00207,195.0,POINT(-1.561532 53.793533),brownfield-land,authoritative,SHL00207,2016-11-07,geography,,yes,,3.49,463.0,463.0,29 storey block of 194 flats and use of 2 railway arches for commercial purposes,,not-owned-by-a-public-authority,2011-06-12,,permissioned,reserved-matters-approval,,Doncasters Whitehall Road LS12,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00207
brownfield-land,2023-08-17,1700959,2016-11-07,,POINT (-1.541906 53.796183),SHL00209,195.0,POINT(-1.541906 53.796183),brownfield-land,authoritative,SHL00209,2016-11-07,geography,,yes,,0.04,15.0,15.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,7 Duncan Street LS1,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00209
brownfield-land,,1700960,2016-11-07,,POINT (-1.554806 53.792205),SHL00210,195.0,POINT(-1.554806 53.792205),brownfield-land,authoritative,SHL00210,2016-11-07,geography,,yes,,1.79,263.0,263.0,"Hybrid planning application for a phased development comprising 1) Demolition of existing buildings and structures and preparatory works; 2) Detailed planning permission for erection of two office buildings (use class B1) with ground floor uses comprising any or all of retail, office and leisure (use classes A1, A2, A3, A4, A5, B1 and/or D2) totalling up to 26,100sqm gross external area and associated means of access, parking, landscaping and associated infrastructure works; and 3) Outline planning permission, to be implemented in phases, for mixed use development (with part of the existing print works building retained) totalling up to 103,900 sqm gross external area comprising residential use (C3); business floor space (B1 a/b/c); and other uses including all or some of the following; retail, leisure, hotel, health and community uses (use classes A1, A2, A3, A4, A5, B1, C1, D1 and D2); car parking (that may include a multi-storey car park); new public spaces; hard and soft landscaping; cycle parking; access; servicing; and other associated infrastructure and engineering works",,not-owned-by-a-public-authority,2018-10-05,,not-permissioned,full-planning-permission,,Globe Road/water Lane LS11,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00210
brownfield-land,,1700961,2016-11-07,,POINT (-1.540054 53.794783),SHL00214,195.0,POINT(-1.540054 53.794783),brownfield-land,authoritative,SHL00214,2016-11-07,geography,,yes,,0.35,77.0,77.0,"Demolition of existing buildings and construction of 77 apartments, and bar/restaurant and office development (Use Classes A3 / A4 / B1) with 2 level basement parking and laying out of public open space",,not-owned-by-a-public-authority,2015-02-24,,permissioned,full-planning-permission,,Rear 2-28 The Calls LS2,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00214
brownfield-land,2023-08-17,1700962,2016-11-07,,POINT (-1.493775 53.794103),SHL00218,195.0,POINT(-1.493775 53.794103),brownfield-land,authoritative,SHL00218,2016-11-07,geography,,yes,,7.26,140.0,140.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,Waterloo Sidings LS9,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00218
brownfield-land,,1700963,2016-11-07,,POINT (-1.525012 53.78508),SHL00219,195.0,POINT(-1.525012 53.78508),brownfield-land,authoritative,SHL00219,2016-11-07,geography,,yes,,2.29,699.0,699.0,Change of use extensions & alterations and new build of warehouse and factory to flats,,not-owned-by-a-public-authority,2003-11-13,,permissioned,full-planning-permission,,"Hunslet Mill, Goodman Street LS10",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00219
brownfield-land,,1700964,2016-11-07,,POINT (-1.551674 53.781309),SHL00224,195.0,POINT(-1.551674 53.781309),brownfield-land,authoritative,SHL00224,2016-11-07,geography,,yes,,0.51,1.0,1.0,"Extension of time application for application number 08/04065/LA , Outline application for residential development",,owned-by-a-public-authority,2010-08-31,,permissioned,other,,Shaftesbury House Beeston Road LS11,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00224
brownfield-land,2023-08-17,1700965,2016-11-07,,POINT (-1.561557 53.770713),SHL00225,195.0,POINT(-1.561557 53.770713),brownfield-land,authoritative,SHL00225,2016-11-07,geography,,,,0.54,25.0,25.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,Barkly Road LS11,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00225
brownfield-land,2023-08-17,1700966,2016-11-07,,POINT (-1.524609 53.727996),SHL00229,195.0,POINT(-1.524609 53.727996),brownfield-land,authoritative,SHL00229,2016-11-07,geography,,yes,,7.4,64.0,64.0,Erection of 15 dwellings (Substitution of 15 house types),,not-owned-by-a-public-authority,2009-01-14,,permissioned,full-planning-permission,,Fall Lane (west) East Ardsley,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00229
brownfield-land,,1700967,2016-11-07,,POINT (-1.489314 53.740156),SHL00240,195.0,POINT(-1.489314 53.740156),brownfield-land,authoritative,SHL00240,2016-11-07,geography,,yes,,0.5,15.0,15.0,,,mixed-ownership,,,not-permissioned,,,Main Street Carlton ,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00240
brownfield-land,2023-08-17,1700968,2016-11-07,,POINT (-1.542068 53.746372),SHL00242,195.0,POINT(-1.542068 53.746372),brownfield-land,authoritative,SHL00242,2016-11-07,geography,,yes,,4.26,17.0,17.0,"Residential development comprising 128 houses, access roads and public open space",,mixed-ownership,2012-01-10,,permissioned,full-planning-permission,,"Lingwell Road, Middleton, LS10",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00242
brownfield-land,2023-08-17,1700969,2016-11-07,,POINT (-1.400577 53.740024),SHL00244,195.0,POINT(-1.400577 53.740024),brownfield-land,authoritative,SHL00244,2016-11-07,geography,,yes,,0.53,1.0,1.0,Laying out of access and erection of 22 dwelling houses,,not-owned-by-a-public-authority,2006-01-16,,permissioned,full-planning-permission,,"Former Bay Horse, Main St, Methley",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00244
brownfield-land,2023-08-17,1700970,2016-11-07,,POINT (-1.393585 53.738138),SHL00247,195.0,POINT(-1.393585 53.738138),brownfield-land,authoritative,SHL00247,2016-11-07,geography,,yes,,0.47,6.0,6.0,Laying out of access and erection of 6 detached houses,,not-owned-by-a-public-authority,2015-01-21,,permissioned,full-planning-permission,,"Pinfold Lane, Wmc, Methley",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00247
brownfield-land,2023-08-17,1700971,2016-11-07,,POINT (-1.595143 53.744379),SHL00258,195.0,POINT(-1.595143 53.744379),brownfield-land,authoritative,SHL00258,2016-11-07,geography,,yes,,0.4,33.0,33.0,,,not-owned-by-a-public-authority,,,not-permissioned,,,Park Mills South St Morley,,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00258
brownfield-land,,1700972,2016-11-07,,POINT (-1.584061 53.719551),SHL00261,195.0,POINT(-1.584061 53.719551),brownfield-land,authoritative,SHL00261,2016-11-07,geography,,yes,,0.63,6.0,6.0,6 detached houses,,not-owned-by-a-public-authority,2007-06-02,,permissioned,reserved-matters-approval,,"Manor House Farm, Baghill Green Wa",,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00261
